date,IPG3113N
1972-01-01,85.59880876409277
1972-02-01,71.74140353715572
1972-03-01,65.94880921350267
1972-04-01,64.49072367980841
1972-05-01,64.93384186563043
1972-06-01,67.56438795861034
1972-07-01,68.95526174133363
1972-08-01,70.7428146843195
1972-09-01,74.9423007591033
1972-10-01,106.7743053370924
1972-11-01,105.44005720488998
1972-12-01,105.80917255643341
1973-01-01,91.16330258370759
1973-02-01,77.15659339287517
1973-03-01,69.51253004804693
1973-04-01,70.20242421700308
1973-05-01,71.58890376935085
1973-06-01,74.77192446317984
1973-07-01,71.96301256450282
1973-08-01,73.09422727958192
1973-09-01,80.50389838142519
1973-10-01,102.80731399672231
1973-11-01,109.12741570318174
1973-12-01,105.09251352973547
1974-01-01,88.58199184470791
1974-02-01,83.49257425000974
1974-03-01,77.11694545062333
1974-04-01,67.21914126751575
1974-05-01,74.50737182079929
1974-06-01,79.4709546365622
1974-07-01,65.96528757741086
1974-08-01,71.10004564007458
1974-09-01,70.10365390242612
1974-10-01,99.14292533902986
1974-11-01,101.06260479989774
1974-12-01,86.86804226051196
1975-01-01,67.01081480016738
1975-02-01,52.707694796731886
1975-03-01,50.6801569539195
1975-04-01,59.76502851755645
1975-05-01,60.82154131625177
1975-06-01,63.33853650157344
1975-07-01,62.262349535060466
1975-08-01,66.81776827026115
1975-09-01,66.19748270520806
1975-10-01,96.10441490323205
1975-11-01,105.30643265392541
1975-12-01,101.80852540614174
1976-01-01,87.58270390976648
1976-02-01,74.83424263941446
1976-03-01,61.71726523075203
1976-04-01,64.19101719442372
1976-05-01,70.27283177188352
1976-06-01,67.99212633811806
1976-07-01,69.16448702853155
1976-08-01,71.53078008574742
1976-09-01,76.93358620131767
1976-10-01,108.04303948915074
1976-11-01,111.89578083975739
1976-12-01,114.2743577682503
1977-01-01,97.6474888471437
1977-02-01,90.25659309326855
1977-03-01,77.44471508908804
1977-04-01,76.12414899237302
1977-05-01,77.92867964362793
1977-06-01,78.21280658495395
1977-07-01,75.6961110062488
1977-08-01,77.9376678421233
1977-09-01,83.96095926049098
1977-10-01,108.78985891524428
1977-11-01,105.74705411794316
1977-12-01,112.59706006014103
1978-01-01,89.7642395534663
1978-02-01,80.18621549904975
1978-03-01,76.23879845762514
1978-04-01,77.24397865602464
1978-05-01,76.57945118059988
1978-06-01,78.08876944571777
1978-07-01,72.41641724415842
1978-08-01,75.87537563179545
1978-09-01,82.7108007186564
1978-10-01,105.01361712072051
1978-11-01,111.65339908699876
1978-12-01,114.03467247504027
1979-01-01,98.58735480314348
1979-02-01,84.71756583605726
1979-03-01,80.99864877415953
1979-04-01,77.0827902963409
1979-05-01,78.28690928810472
1979-06-01,80.99185769085192
1979-07-01,74.69202936544318
1979-08-01,77.00339454296508
1979-09-01,80.69344950080544
1979-10-01,100.95185022066029
1979-11-01,106.56907480478132
1979-12-01,105.45893242173025
1980-01-01,86.78345332578326
1980-02-01,84.29072627639908
1980-03-01,74.35097716697976
1980-04-01,65.44457127791212
1980-05-01,74.23522914413377
1980-06-01,76.86817209004577
1980-07-01,70.93316475467711
1980-08-01,77.16218604971672
1980-09-01,77.8636650078447
1980-10-01,100.72524774970464
1980-11-01,106.60422864778548
1980-12-01,106.93439513918226
1981-01-01,96.23144810863337
1981-02-01,90.3611558024314
1981-03-01,77.96003846948956
1981-04-01,77.87385163280614
1981-05-01,83.17409241665693
1981-06-01,82.85760796074754
1981-07-01,79.11382354967927
1981-08-01,81.6251262092872
1981-09-01,83.18677576342265
1981-10-01,118.399541402139
1981-11-01,116.91139533792129
1981-12-01,113.24790550007842
1982-01-01,96.00005193181353
1982-02-01,93.00218812698927
1982-03-01,83.06363744403599
1982-04-01,73.52725870931468
1982-05-01,76.37402091054446
1982-06-01,78.44879672989366
1982-07-01,76.1871662507128
1982-08-01,77.61319387644025
1982-09-01,81.12767935700425
1982-10-01,113.88656693761092
1982-11-01,114.69230899828527
1982-12-01,114.94487737600532
1983-01-01,94.99956557040606
1983-02-01,87.03522275252594
1983-03-01,77.83739949446377
1983-04-01,73.61594226780237
1983-05-01,75.45722466401614
1983-06-01,74.66686240965612
1983-07-01,76.23560265371567
1983-08-01,79.46186656919465
1983-09-01,82.80188113007621
1983-10-01,110.33053600622382
1983-11-01,106.40289300148905
1983-12-01,103.89908050729393
1984-01-01,93.75769614496167
1984-02-01,86.24266338297815
1984-03-01,78.82719988654897
1984-04-01,75.59314619904067
1984-05-01,77.79745194559544
1984-06-01,77.57654200035353
1984-07-01,76.81044788193103
1984-08-01,81.12428381535045
1984-09-01,85.76668833821192
1984-10-01,112.01232781358077
1984-11-01,115.34794814408681
1984-12-01,112.65348597291755
1985-01-01,97.54272640023649
1985-02-01,86.99108071102643
1985-03-01,79.02723723750715
1985-04-01,76.09558649493215
1985-05-01,77.21751340489938
1985-06-01,75.72467350368966
1985-07-01,75.08381495096938
1985-08-01,79.79552847111742
1985-09-01,89.38983115169782
1985-10-01,112.09491937086604
1985-11-01,113.50936220742167
1985-12-01,116.92238091386011
1986-01-01,97.24242070161877
1986-02-01,93.49783733957314
1986-03-01,78.70426130490665
1986-04-01,73.54393681096721
1986-05-01,76.41386859054063
1986-06-01,76.67362752705698
1986-07-01,73.31294010963605
1986-08-01,79.4592699785182
1986-09-01,88.36048268623298
1986-10-01,115.79556042915651
1986-11-01,119.30575154821719
1986-12-01,115.33696256814802
1987-01-01,97.09721136148237
1987-02-01,94.20171315063322
1987-03-01,83.54840094955324
1987-04-01,77.26584993903006
1987-05-01,77.94925263129511
1987-06-01,79.07567364051002
1987-07-01,76.02927356381072
1987-08-01,83.40658715107064
1987-09-01,90.63219992150306
1987-10-01,121.43455642741081
1987-11-01,124.65482821055953
1987-12-01,122.45831223603409
1988-01-01,95.64821389515565
1988-02-01,95.14707189460239
1988-03-01,89.73288072760465
1988-04-01,80.70463481448857
1988-05-01,82.34148562936865
1988-06-01,86.65651998925412
1988-07-01,90.6457820881183
1988-08-01,97.95158956290392
1988-09-01,102.4104350987154
1988-10-01,125.61277043242222
1988-11-01,123.38579445188466
1988-12-01,122.34735791905229
1989-01-01,102.86573728694223
1989-02-01,102.26432693872944
1989-03-01,93.34234150560314
1989-04-01,88.65879100740727
1989-05-01,87.83417372989265
1989-06-01,90.47011274196979
1989-07-01,89.62771880520877
1989-08-01,96.44077326470345
1989-09-01,100.87575014006609
1989-10-01,119.84534306455626
1989-11-01,123.09857157552135
1989-12-01,125.76926495511394
1990-01-01,99.80116107550786
1990-02-01,101.02365593975111
1990-03-01,94.6757906868282
1990-04-01,88.27110004564008
1990-05-01,88.53774993433622
1990-06-01,92.63307277544584
1990-07-01,96.8742041699249
1990-08-01,102.21439250264403
1990-09-01,108.53848896399028
1990-10-01,124.33484834412415
1990-11-01,133.05380036012716
1990-12-01,134.2612150246726
1991-01-01,107.30301114636482
1991-02-01,111.18661197847226
1991-03-01,104.57099827925933
1991-04-01,95.80440881123086
1991-05-01,94.6726947517909
1991-06-01,102.43839838292324
1991-07-01,99.95246241684667
1991-08-01,109.63045521230626
1991-09-01,111.05788100224405
1991-10-01,124.08857170535089
1991-11-01,129.37523032258645
1991-12-01,125.0802696060073
1992-01-01,104.42738684107766
1992-02-01,102.891902931451
1992-03-01,94.98568379717432
1992-04-01,92.05563095655405
1992-05-01,89.67265979768565
1992-06-01,92.72525174445953
1992-07-01,91.998905437161
1992-08-01,95.97798091106378
1992-09-01,103.87561132233378
1992-10-01,118.6635947001587
1992-11-01,121.85160883759625
1992-12-01,121.17949132788648
1993-01-01,104.83804764344416
1993-02-01,102.0861608707767
1993-03-01,94.65701533886008
1993-04-01,89.47711654597514
1993-05-01,88.33072176232608
1993-06-01,94.70904702126109
1993-07-01,95.61196149455765
1993-08-01,103.31324970313977
1993-09-01,108.51302240158674
1993-10-01,124.68938284033064
1993-11-01,124.65742480123598
1993-12-01,122.6212982354169
1994-01-01,105.19887387859741
1994-02-01,100.61619094129408
1994-03-01,98.35206374030898
1994-04-01,89.20667164013652
1994-05-01,86.89650488908065
1994-06-01,93.67021101294
1994-07-01,96.32862052125559
1994-08-01,102.84885944754538
1994-09-01,109.61467593050325
1994-10-01,122.90932006275762
1994-11-01,123.02496821673144
1994-12-01,124.81861316091971
1995-01-01,107.562071000776
1995-02-01,99.08699877061419
1995-03-01,96.06047259947688
1995-04-01,94.1333029731962
1995-05-01,93.46438126739592
1995-06-01,98.15182665160644
1995-07-01,98.09510113221341
1995-08-01,102.14228717693668
1995-09-01,107.07501051119878
1995-10-01,120.27477921489084
1995-11-01,123.72974284764105
1995-12-01,128.77262154790762
1996-01-01,104.07914408381795
1996-02-01,105.43915838504046
1996-03-01,102.80641517687276
1996-04-01,94.69866065855531
1996-05-01,96.93552365743778
1996-06-01,100.27483913621415
1996-07-01,98.14173989551719
1996-08-01,107.93268438540198
1996-09-01,114.59713396310644
1996-10-01,126.02982284260766
1996-11-01,133.62205424277926
1996-12-01,135.91923804045288
1997-01-01,110.44588455358115
1997-02-01,109.46836803277297
1997-03-01,106.37423063517602
1997-04-01,98.00481967177097
1997-05-01,97.23183460116867
1997-06-01,101.43391726662891
1997-07-01,98.18847852769315
1997-08-01,109.84487368085702
1997-09-01,114.92290622412773
1997-10-01,129.39130921100596
1997-11-01,135.04967977046138
1997-12-01,135.92323279533971
1998-01-01,119.68485378697771
1998-02-01,117.0946547183548
1998-03-01,110.71962513220141
1998-04-01,106.05984342558222
1998-05-01,106.99471593797345
1998-06-01,110.70264742393239
1998-07-01,108.8582690926813
1998-08-01,117.49762561756414
1998-09-01,120.73487510898191
1998-10-01,132.44879473251623
1998-11-01,136.7572377468384
1998-12-01,135.73138469189956
1999-01-01,117.18383762120337
1999-02-01,114.50355682988236
1999-03-01,106.93139907301712
1999-04-01,106.11177523911104
1999-05-01,107.68161404076449
1999-06-01,108.18764961605413
1999-07-01,107.67382426873515
1999-08-01,112.36486493234383
1999-09-01,116.5056281102912
1999-10-01,131.49265015035257
1999-11-01,131.6096964685368
1999-12-01,134.4102193819515
2000-01-01,122.98881568500559
2000-02-01,119.60136340984289
2000-03-01,113.81376252979838
2000-04-01,115.80454862765188
2000-05-01,108.58163231676808
2000-06-01,114.05744257789523
2000-07-01,111.72420611736791
2000-08-01,117.7433030431044
2000-09-01,125.48044417679587
2000-10-01,136.63180244339185
2000-11-01,135.45315001403156
2000-12-01,138.52162111148064
2001-01-01,122.41716626069972
2001-02-01,121.73106710888604
2001-03-01,118.44618016544277
2001-04-01,114.55269231499044
2001-05-01,112.79440095155063
2001-06-01,115.19035506380123
2001-07-01,113.34837358548226
2001-08-01,119.52606228022606
2001-09-01,123.35453549489519
2001-10-01,125.36309825199514
2001-11-01,128.55640543965774
2001-12-01,129.47739617881723
2002-01-01,117.39625871231074
2002-02-01,114.36973254117345
2002-03-01,110.14138436233227
2002-04-01,104.53394692768396
2002-05-01,101.6953739739722
2002-06-01,112.04848034530661
2002-07-01,110.24255152984132
2002-08-01,117.37029280554631
2002-09-01,119.33581207874062
2002-10-01,123.89342792912905
2002-11-01,128.43656279305273
2002-12-01,124.0587109125718
2003-01-01,112.93002287995861
2003-02-01,111.09083773006043
2003-03-01,111.13647780464251
2003-04-01,105.08022965845845
2003-05-01,107.53211033912473
2003-06-01,111.57060779196914
2003-07-01,102.74929018199106
2003-08-01,113.00652243604148
2003-09-01,116.63545764411329
2003-10-01,124.96012735278579
2003-11-01,132.51470818814897
2003-12-01,128.51595854642855
2004-01-01,115.89123480869618
2004-02-01,117.35481313035984
2004-03-01,103.62943455243266
2004-04-01,101.94015257966291
2004-05-01,109.54916195035918
2004-06-01,106.08720749655703
2004-07-01,105.95148569927686
2004-08-01,116.11334318040414
2004-09-01,120.66326912763543
2004-10-01,132.28121476501354
2004-11-01,133.17364300673216
2004-12-01,130.06702200011384
2005-01-01,124.65882296544638
2005-02-01,124.02505510265023
2005-03-01,107.331174168317
2005-04-01,106.84571158069456
2005-05-01,111.45495963799532
2005-06-01,107.13962567149333
2005-07-01,110.09854061617096
2005-08-01,114.63398557693748
2005-09-01,119.45795170940556
2005-10-01,136.7747147994683
2005-11-01,135.8955691177484
2005-12-01,139.30209634749576
2006-01-01,117.68078512912548
2006-02-01,117.1610675183484
2006-03-01,107.79426612857318
2006-04-01,106.97244517947935
2006-05-01,101.47736022602325
2006-06-01,101.52569676015392
2006-07-01,101.43072146271945
2006-08-01,111.8783037871275
2006-09-01,119.7862206922311
2006-10-01,129.79547853668134
2006-11-01,130.70029051854917
2006-12-01,132.4693677201834
2007-01-01,122.2223220910944
2007-02-01,116.93766085130224
2007-03-01,112.98495075965258
2007-04-01,99.64306865086142
2007-05-01,98.11167936499376
2007-06-01,94.80182520350779
2007-07-01,91.10238257168338
2007-08-01,100.29651068147523
2007-09-01,109.59010818794923
2007-10-01,115.3582346379204
2007-11-01,117.82140050114201
2007-12-01,120.09401655626164
2008-01-01,108.25586005574681
2008-02-01,101.38268453520527
2008-03-01,96.90825945533514
2008-04-01,91.6650437974939
2008-05-01,88.81668369430938
2008-06-01,88.97287861038457
2008-07-01,85.1332200820323
2008-08-01,88.59647283117268
2008-09-01,103.30476084900526
2008-10-01,114.04825464165552
2008-11-01,115.80824377592222
2008-12-01,101.66711108314783
2009-01-01,89.76943273481918
2009-02-01,88.81798198964759
2009-03-01,85.37030878456586
2009-04-01,79.51150139866355
2009-05-01,80.04370261846195
2009-06-01,79.36469415657243
2009-07-01,82.13575575269671
2009-08-01,88.91195859836036
2009-09-01,101.06030781583782
2009-10-01,123.62867554900416
2009-11-01,117.08366914241601
2009-12-01,116.59610930847796
2010-01-01,100.42813785499641
2010-02-01,99.06143233933847
2010-03-01,91.9900171075378
2010-04-01,89.48460671138795
2010-05-01,89.92442922442834
2010-06-01,89.41220177906409
2010-07-01,96.31583730561773
2010-08-01,106.5615846393685
2010-09-01,115.59841927549128
2010-10-01,125.97509470065805
2010-11-01,117.4255202918568
2010-12-01,118.44897649386357
2011-01-01,102.81001045627092
2011-02-01,102.31016675105586
2011-03-01,98.76152611620942
2011-04-01,97.32720937409182
2011-05-01,91.19595970490747
2011-06-01,89.54902213393815
2011-07-01,89.51177104461841
2011-08-01,91.80036611928539
2011-09-01,93.84278442405122
2011-10-01,116.71675090606035
2011-11-01,116.81242528560001
2011-12-01,114.97084328276972
2012-01-01,100.0
2012-02-01,99.09029444339582
2012-03-01,94.19891682221242
2012-04-01,87.73560315306004
2012-05-01,85.37170694877626
2012-06-01,86.57133184129239
2012-07-01,89.46213621514951
2012-08-01,98.16111445671834
2012-09-01,112.02660906230119
2012-10-01,114.56427710416224
2012-11-01,115.6349712827058
2012-12-01,115.6093049825579
2013-01-01,106.51814167997419
2013-02-01,101.45828527143861
2013-03-01,102.04361673123191
2013-04-01,94.78894211899775
2013-05-01,91.2934317241462
2013-06-01,91.4280549638325
2013-07-01,92.16358920737072
2013-08-01,100.24048424418739
2013-09-01,105.58976064427405
2013-10-01,117.65731594416533
2013-11-01,122.17458477019673
2013-12-01,124.01586716641052
2014-01-01,105.3653552885062
2014-02-01,104.84304108705271
2014-03-01,101.97730380011045
2014-04-01,93.80912861412965
2014-05-01,89.07364630240495
2014-06-01,89.87109924668908
2014-07-01,88.34939724142203
2014-08-01,98.00941363989082
2014-09-01,106.34596774435168
2014-10-01,118.62544479098945
2014-11-01,127.2297473417403
2014-12-01,126.18322143026208
2015-01-01,107.44961865071161
2015-02-01,106.07342559219745
2015-03-01,103.50190200267049
2015-04-01,98.06933496319333
2015-05-01,93.91079512599956
2015-06-01,97.9869431436524
2015-07-01,100.25706247696775
2015-08-01,113.65606958064063
2015-09-01,114.57186713844723
2015-10-01,126.6098612521759
2015-11-01,125.54995291182678
2015-12-01,122.25797527845938
2016-01-01,111.88569408366816
2016-02-01,112.52165906165206
2016-03-01,113.08891425558242
2016-04-01,109.2381702824192
2016-05-01,107.34006249794021
2016-06-01,107.79895996556522
2016-07-01,108.3294634145367
2016-08-01,110.41113018606569
2016-09-01,116.11633924656925
2016-10-01,127.3852431757103
2016-11-01,123.60580557727705
2016-12-01,122.6922051346582
2017-01-01,114.51793794747498
2017-02-01,117.69316886927466
2017-03-01,108.17077177665726
2017-04-01,109.86394863544166
2017-05-01,102.84716167671849
2017-06-01,104.43088225160363
2017-07-01,101.75110080464351
2017-08-01,113.39061811841053
2017-09-01,121.70070697174611
2017-10-01,122.69310395450775
2017-11-01,120.83873873603959
2017-12-01,126.36288553129742
2018-01-01,115.19315139222202
2018-02-01,117.38577248073281
2018-03-01,112.82176502252543
2018-04-01,112.56040818405435
2018-05-01,107.73354585429331
2018-06-01,104.71421024195232
2018-07-01,104.95049999350854
2018-08-01,112.27977665325429
2018-09-01,123.12633512198484
2018-10-01,123.63426820584573
2018-11-01,126.96010138687903
2018-12-01,129.57107318091346
